incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001490950,IBERIA,IBERIA,16/02/2021 12:16,,In Progress,[COM] IBPURC | Clientes con “Aviso importante-Error inesperado en el servidor…” tras pulsar en Pagar,AM_MTO_IBCOM,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,13,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001490895,IBERIA,IBERIA,16/02/2021 08:55,,Pending,fallo con envio de correos,MICROSOFT OFFICE365,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,23/02/2021,ACCESS FAILURE,,13,TALLER MOTORES,GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000001490893,IBERIA,IBERIA,16/02/2021 08:39,,Pending,[ICC002] email template search,NIIT_MTO_SFC_CRM,Application Tower,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,24/02/2021,SOFTWARE FAILURE,,13,NEO-MARTINEZ VILLERGAS 49,CUSTOMER CENTER B2B & CLA (BCLMI0)
INC000001490857,IBERIA,IBERIA,15/02/2021 23:32,,Pending,[IMH001] Reloj de fichajes inoperativo,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,SOFTWARE FAILURE,,14,EDIF.103 - HANGAR 1,TMA JEFE AZI (AMIRT0OA)
INC000001490816,IBERIA,IBERIA,16/02/2021 08:20,,Pending,[NDCSUPPORT]Errores en servicios de asientos y maletas,SERVICIOSRESIBER,Application Tower,PSS,Baja,pendiente de que se nos faciliten datos para poder investigar,Mantenimiento Pasaje,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,13,SIN IDENTIFICAR,
INC000001490793,IAG CARGO,IAG CARGO,16/02/2021 05:21,,Pending,[AVCD] OCT TO DEC 2020 REPORTS FOR ALL STATIONS from AVCD,CARGO-AVCD,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,01/03/2021,SOFTWARE FAILURE,,13,NYC/2PARK,
INC000001490761,IBERIA,IBERIA,15/02/2021 19:51,,Pending,P09: Problemas Billetes free - No puede emitir billete,JAVA Apps Support,Application Tower,RRHH,Baja,26-02 replicated and able to procced to amadus page asked user to check browser setting 25-02 user replied 24-02 Asked user to share a screenshot 24-02 User replied he is using ipad 22-02 sent first reminder mail to user 18-02 sent mail to user on Gmail again Iberia mail given error 16-02 sent mail to user check browser setting once and let us know,Mantenimiento Corporativa y RRHH,INCIDENT,26/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001490719,IBERIA,IBERIA,15/02/2021 18:52,,Pending,IBPROXIMA - INCIDENCIA PROPUESTAS DESPLAZAMIENTO,JAVA Apps Support,Application Tower,RRHH,Baja,01/03: Reminder email sent 26/02:Email sent to user providing information. waiting for confirmation 25/02: User replied 24/02: User replied. Email sent to user to try to change values 23/02: Email sent to user to get confirmation.as issue not replicated 22/02 User replied. Email sent to user to get more information: 19/02:Reminder email sent 17/02: Email sent to user to get screenshots,Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,,14,EDIF.101 - HANGAR 3,OFICINA ADMINISTRATIVA AZ (AMNLL0A0)
INC000001490713,IBERIA,IBERIA,15/02/2021 18:27,,Pending,Fallo Peoplesoft: Informes de vuelo en blanco,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,17/02/2021,DATA ISSUE,,14,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001490710,IAG CARGO,IBERIA,15/02/2021 18:10,,Pending,OCUVUELOS:,CARGO-CLIENTES,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,25/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR,
INC000001490678,IBERIA,IBERIA,15/02/2021 16:16,,Pending,RESUMEN: No se reciben correos de facturas luego de solicitarlas en la WEB,SERVICIOSRESIBER,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,14,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001490652,IBERIA,IBERIA,15/02/2021 14:08,,Assigned,[NDCSUPPORT]Creación de reserva con FF (no informado en FP) y con ancillaries Los ancillaries se con,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15634,MANTENIMIENTO IB.COM,INCIDENT,16/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,14,SIN IDENTIFICAR,
INC000001490640,IBERIA,IBERIA,15/02/2021 18:23,,Assigned,"to test connectivity between onprem exchange server and IBSEG022PWIN01, IBSEG022PWIN01",Groundlabs,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,15/02/2021,SECURITY ISSUE,,14,SIN IDENTIFICAR,
INC000001490584,IBERIA,IBERIA,15/02/2021 16:05,,Assigned,Incidencia CKI,RESIBER GARANTIA CKI,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,15/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR,
INC000001490568,IBERIA,IBERIA,15/02/2021 14:42,,Pending,"P09: Problemas Billetes free, error al emitir billete",JAVA Apps Support,Application Tower,RRHH,Baja,"25/02:sent mail to billetes convenio and ib.com team 18/02: Sent mail to IbDutyTravel Team for more details 17/02: Informed user that baby name is appearing coorectly as per Amadeus, asked user to share the error screenshot while validating the residency.",Mantenimiento Corporativa y RRHH,INCIDENT,26/02/2021,SOFTWARE FAILURE,,14,MAH AEROPUERTO,PRODUCCIÓN PASAJEROS (AHAKHS0S)
INC000001490540,IBERIA,IBERIA,15/02/2021 13:42,,Pending,KRK - CFS FOR BA- INVOICES SEN FROM SAP MRO NOT INTERFACED TO GESDO.COM,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,,Mantenimiento Dir. Técnica,INCIDENT,25/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR,
INC000001490514,IBERIA,IBERIA,15/02/2021 12:37,,Assigned,NDCIssueTKT fails when FOP has IT type,RESIBER GARANTIA TKT,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,15/02/2021,ACCESS FAILURE,,14,SIN IDENTIFICAR,
INC000001490502,IBERIA,IBERIA,15/02/2021 12:06,,Pending,Fallo Peoplesoft:,PeopleSoft Apps Support,Application Tower,RRHH,Baja,Information requested.,Mantenimiento Corporativa y RRHH,INCIDENT,17/02/2021,DATA ISSUE,,14,TERMINAL T4,U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000001490488,IBERIA,IBERIA,15/02/2021 11:39,,Assigned,[RES] No llegan coreos con la información del TKT en PDF,RESIBER GARANTIA TKT,Delivery,Delivery,Baja,,Mantenimiento Pasaje,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,14,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001490474,IBERIA,IBERIA,15/02/2021 11:10,,Assigned,EXPEDIENTES UNDER PROPIETARIO User IBIS Integratio,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,22/02/2021,DATA ISSUE,DATA CORRUPTION,14,SIN IDENTIFICAR,
INC000001490461,IAG CARGO,IAG CARGO,15/02/2021 10:54,,In Progress,[CARGO PORTAL] SCTASK0060975 - GMT_UPDATE and LOCAL_UPDATE don't match,CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,26/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001490410,IBERIA,IBERIA,15/02/2021 12:51,,Assigned,[TRYP]:,AIRPORT2_GEO001_EXT,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,15/02/2021,SOFTWARE FAILURE,,14,TERMINAL T4,LABORATORIO GAUDI (AHMH00LG)
INC000001490340,IBERIA,IBERIA,15/02/2021 09:57,,In Progress,"Error in processing HTR Idocs: Error message: ""Shipping instructions not defined in language ES""",FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,23/02/2021,SOFTWARE WARNING,,14,SIN IDENTIFICAR,
INC000001490239,IBERIA,IBERIA,15/02/2021 08:31,,Pending,Fallo Software: INCIDENCIA **** FALTA ANTIVIRUS,ANTIVIRUS,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,15/02/2021,SOFTWARE FAILURE,,14,BCN AEROPUERTO,ADMINISTRATIVO PLANNING H (AMIRD7AD)
INC000001490228,IAG CARGO,IAG CARGO,15/02/2021 08:08,,Pending,[CARGO PORTAL],CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,25/02/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001490171,IBERIA,IBERIA,14/02/2021 15:06,,Pending,Cambio de PC,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,DEFAULT,DEFAULT,15,SIN IDENTIFICAR (LIMA),DELEG COMERCIAL PERÚ (ACW3L0)
INC000001490152,IBERIA,IBERIA,14/02/2021 09:02,,Pending,Fallo Software:conexión a nas y hnas,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/02/2021,SOFTWARE FAILURE,,15,SCQ AEROPUERTO,TMA MECANICA SCQ (AMNLR0SB)
INC000001490136,IBERIA,IBERIA,14/02/2021 18:07,,Pending,SERVIBERIA : Invoice error MNZN7Q / 0752388001731,SERVICIOSRESIBER,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,15/02/2021,ACCESS FAILURE,,15,SIN IDENTIFICAR,
INC000001490039,IBERIA,IBERIA,13/02/2021 16:33,,Assigned,[PA] falta de contraseña,RESIBERnet GARANTIA,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,15/02/2021,SOFTWARE FAILURE,,16,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001489951,IBERIA,IBERIA,12/02/2021 19:56,,Pending,Fallo Peoplesoft: INCIDENCIA ABONO 32 UNIDADES FEBRERO (979397),PeopleSoft Apps Support,Application Tower,RRHH,Media,,Mantenimiento Corporativa y RRHH,INCIDENT,15/02/2021,DATA ISSUE,,17,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001489800,IBERIA,IBERIA,12/02/2021 14:27,,Assigned,TST RLR MSC --- RP/MADI12795/MADI12795,RESIBER GARANTIA CKI,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,22/02/2021,SOFTWARE FAILURE,,17,SIN IDENTIFICAR,
INC000001489792,IBERIA,IBERIA,12/02/2021 14:15,,Pending,[GPR009] CMDB incident in AIRVISIONSAS server,Remedy /BMC Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Baja,,Mantenimiento Herramientas IT & DBAs,INCIDENT,25/02/2021,SOFTWARE FAILURE,,17,SISTEMAS(MANDOS-ANÁLISIS-PRODU,MANAGER OPERACIONES (ASXA00)
INC000001489783,IAG CARGO,IBERIA,12/02/2021 14:03,,Pending,[OPTIMA] Optima Loose cap restriction is not working correctly,CARGO-OPTIMA,Application Tower,CARGO,Media,"2.25-[OPTIMA]-Chaser ha been sent to the user 2.22-[OPTIMA]-Chaser ha been sent to the user 2.19-[OPTIMA]-Chaser ha been sent to the user 2.17-PFA 2.15-[OPTIMA]-chaser has been sent to the suppliers 2.12-[OPTIMA]-On AFLS request, Biz to post one dummy booking which will not goes with above mentioned (email) condition, so that AFLS can confirm it will got rejected or not. If required we can setup screensharing and check the same.",Mantenimiento Cargo,INCIDENT,25/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,17,SIN IDENTIFICAR,
INC000001489724,IBERIA,IBERIA,12/02/2021 14:52,,Assigned,[COM] IB+ [23318876] Bono con asignación de promo incorrecta.,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,17,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001489652,IBERIA,IBERIA,12/02/2021 10:01,,Pending,Fallo Software: Al abrir el ordenador me da mensaje de error del antivirus,ANTIVIRUS,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,12/02/2021,SOFTWARE FAILURE,,17,MAH AEROPUERTO,PERSONAL MAHON (AHAKH0EP)
INC000001489612,IBERIA,IBERIA,12/02/2021 10:48,,Pending,IBConecta Rule Deletion in PROD environment,NIIT_MTO_IBCONECTA,Application Tower,Comercial y CRM,Baja,,Mantenimiento Comercial y CRM,INCIDENT,24/02/2021,DATA ISSUE,,17,NEO-MARTINEZ VILLERGAS 49,MNG. GEST. INCIDENCIAS Y (APSI00)
INC000001489606,IBERIA,IBERIA,12/02/2021 10:44,,Assigned,"error ""INCORRECT PAYMENT DATA RECEIVED"".",RESIBER GARANTIA TKT,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,12/02/2021,ACCESS FAILURE,,17,SIN IDENTIFICAR,
INC000001489587,OTHERS,IAG GBS,12/02/2021 09:50,,Assigned,[GLE001]SAP CFS - RTR module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,12/02/2021,SOFTWARE FAILURE,,17,IAG GBS,
INC000001489497,IBERIA,IBERIA,12/02/2021 01:14,,Assigned,INC0152903 customers who complain because they do not access the Merge Avios functionality,AVIOS,Delivery,Delivery,Media,,Unidad Control del Servicio,INCIDENT,12/02/2021,ACCESS FAILURE,,17,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001489399,IBERIA,IBERIA,11/02/2021 18:33,,Pending,Fallo Software:,ANTIVIRUS,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,19/02/2021,SOFTWARE FAILURE,,18,ALC AEROPUERTO,MNG AEROP. ALICANTE-ALBAC (AHAA00)
INC000001489380,OTHERS,ACCENTURE,11/02/2021 16:48,,Assigned,[GLE001] SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,12/02/2021,SOFTWARE FAILURE,,18,Madrid ACCENTURE,
INC000001489369,IBERIA,IBERIA,11/02/2021 15:50,,Assigned,[NDCSUPPORT] Importes en reemisiones con decimales cuando monedas sin decimales,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15632,MANTENIMIENTO IB.COM,INCIDENT,15/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,18,SIN IDENTIFICAR,
INC000001489365,IBERIA,IBERIA,11/02/2021 15:58,,Pending,Revisión antivirus: Actualización de sistema ERROR EN PCS,ANTIVIRUS,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,12/02/2021,PERFORMANCE ISSUE,HANG,18,PNA AEROPUERTO,POLIVALENCIA PNA PAX (AHAIN0PZ)
INC000001489325,IAG CARGO,BRITISH AIRWAYS,11/02/2021 13:11,,Pending,[OPTIMA]some offload transactions are missed,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,2.22-[OPTIMA]-We have asked AFLS to confirm if the logs have been saved at their end or not 2.17-[OPTIMA]-Chaser has been sent to the suppliers,Mantenimiento Cargo,INCIDENT,22/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,18,,
INC000001489264,IBERIA,IBERIA,11/02/2021 11:22,,Assigned,I1-DefenseEvasion-T1078-ChangesToAHighNumberOfAccountsInShortSpan-SPL001,E-Security,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,11/02/2021,SECURITY ISSUE,,18,SIN IDENTIFICAR,
INC000001489241,IBERIA,IBERIA,11/02/2021 15:49,,Pending,Sustitución URGENTE pc portátil Jefe de Escala Iberia en Chicago Angela Rohner.,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,DEFAULT,DEFAULT,18,NEO-MARTINEZ VILLERGAS 49,SM OPER Y SER AL CLI EN A (APSC00)
INC000001489238,IBERIA,IBERIA,11/02/2021 15:46,,Pending,Cliente con 2 FF de IBP fusionados,AM_MTO_MDM,Application Tower,Comercial y CRM,Baja,,Mantenimiento Comercial y CRM,INCIDENT,24/02/2021,SOFTWARE FAILURE,,18,NEO-MARTINEZ VILLERGAS 49,MNG CONOCIMIENTO DEL CLIE (BCLCI0)
INC000001489233,OTHERS,IAG GBS,11/02/2021 15:28,,In Progress,[GLE001]SAP CFS - RTR module: Error Sublease process REAL ESTATE,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,25/02/2021,SOFTWARE FAILURE,,18,IAG GBS,
INC000001489201,IBERIA,IBERIA,11/02/2021 13:33,,Pending,Fallo Software:Onedrive sincronización de ficheros office,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,19/02/2021,SOFTWARE FAILURE,,18,EDIFICIO T.M.A. - ALMACENES,INGENIERIA SISTEMAS (AMIRT0RA)
INC000001489148,IBERIA,IBERIA,11/02/2021 11:14,,Pending,Revisión antivirus:,ANTIVIRUS,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,12/02/2021,PERFORMANCE ISSUE,HANG,18,LPA AEROPUERTO,PERSONAL LAS PALMAS (AHALP0EP)
INC000001489103,IBERIA,IBERIA,11/02/2021 08:17,,Pending,TMA Recepción DESKTOP:El equipo se apaga constantemente ALAER.amartinez,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,18,SIN IDENTIFICAR,
INC000001489094,IBERIA,IBERIA,11/02/2021 08:12,,Pending,Fallo Software: ANTIVIRUS CORPORATIVO IBZ,ANTIVIRUS,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,11/02/2021,SOFTWARE FAILURE,,18,IBZ AEROPUERTO,PERSONAL IBIZA (AHAKI0PE)
INC000001489029,IBERIA,IBERIA,11/02/2021 09:06,,Pending,"Fallo Peoplesoft: Hoja de Horas marcado en rojo como día libre, pero lo ha trabaja",PeopleSoft Apps Support,Application Tower,RRHH,Baja,Email sent to HR to update the free days as working days,Mantenimiento Corporativa y RRHH,INCIDENT,17/02/2021,DATA ISSUE,,18,SIN IDENTIFICAR (MADRID BARAJAS),MNG RECURSOS HUB MAD(CAR) (AGDH12)
INC000001488953,IBERIA,IBERIA,10/02/2021 22:40,,Pending,P09: Problemas Billetes free,SERVICIOSRESIBER,Application Tower,PSS,Baja,reclamación a telefónica por no entregar factura que a nosotros nos figura como enviada,Mantenimiento Pasaje,INCIDENT,23/02/2021,SOFTWARE FAILURE,,19,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001488932,IBERIA,IBERIA,10/02/2021 22:42,,Assigned,ERROR DE PROCESAMIENTO DE BONO – Para emitir (Day/Month),Soporte Externo Salesforce Service,Delivery,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,16/02/2021,SOFTWARE FAILURE,,19,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001488880,IBERIA,IBERIA,10/02/2021 17:24,,Assigned,[NDCSUPPORT] AirShopping v17 > NullPointerException (causa desconocida),NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Media,https://transform.atlassian.net/browse/NDC-15648,MANTENIMIENTO IB.COM,INCIDENT,22/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,19,SIN IDENTIFICAR,
INC000001488872,OTHERS,AVIOS,10/02/2021 16:28,,Assigned,[GLE001]SAP CFS - RE-FX module,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,11/02/2021,SOFTWARE FAILURE,,19,Madrid,
INC000001488816,OTHERS,IAG GBS,10/02/2021 17:15,,In Progress,[GLE001] SAP CFS - DOC module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,11/02/2021,SOFTWARE FAILURE,,19,IAG GBS,
INC000001488723,IBERIA,IBERIA,10/02/2021 13:42,,Pending,Rightfax Server : RFAX1 and RFAX2. We need to check the servers,NIIT_MTO_IRONPORT,Application Tower,Comercial y CRM,Baja,,Mantenimiento Comercial y CRM,INCIDENT,01/03/2021,ACCESS FAILURE,PERMISSIONS,19,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001488629,IBERIA,IBERIA,10/02/2021 11:10,,In Progress,[MMB] Rechazos en Fraude por recuperación de reserva con email con CTCE,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,17/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,19,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001488628,IBERIA,IBERIA,10/02/2021 11:04,,In Progress,Additonal roles required for viewing the HTR Melia invoices,FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,10/02/2021,SOFTWARE WARNING,,19,SIN IDENTIFICAR,
INC000001488617,IBERIA,IBERIA,10/02/2021 12:13,,Pending,Problemas de conectividad:,IAG EUC Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,COMMUNICATIONS FAILURE,,19,SIN IDENTIFICAR,
INC000001488611,IBERIA,IBERIA,10/02/2021 10:18,,Pending,remove SITA address MADKMIB,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,SOFTWARE FAILURE,,19,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001488531,IBERIA,IBERIA,10/02/2021 10:10,,Assigned,Incidencia TKT,RESIBER GARANTIA TKT,Delivery,Delivery,Baja,,Mantenimiento Pasaje,INCIDENT,11/02/2021,SOFTWARE FAILURE,,19,SIN IDENTIFICAR,
INC000001488484,IBERIA,IBERIA,10/02/2021 08:13,,Pending,Cancelled flights AIP,CKI,Application Tower,PSS,Baja,pending to CKI team to provide the reason,Mantenimiento Pasaje,INCIDENT,25/02/2021,ACCESS FAILURE,,19,NEO-MARTINEZ VILLERGAS 49,MNG. GEST. INCIDENCIAS Y (APSI00)
INC000001488453,IBERIA,IBERIA,10/02/2021 06:31,,Assigned,Qu about secure code testing requirement,SECOPSNIIT,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,10/02/2021,ACCESS FAILURE,,19,SIN IDENTIFICAR,
INC000001488271,IBERIA,IBERIA,09/02/2021 16:59,,Pending,[COM] PAYMENT [EC] Errores en pagos con “Invalid amount” para pago con VI,MTO_TERCEROS,Application Tower,Ib.com,Media,[IBIS] Medium priority incident have been raised with NetPlus - REQ000001092216 Update from Netplus Need to ask Adyen directly why the amount is coming as not valid.,MANTENIMIENTO IB.COM,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,20,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001488205,IBERIA,IBERIA,09/02/2021 14:31,,Assigned,Usuario Iberia Deshabilitado,E-Security,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,10/02/2021,ACCESS FAILURE,,20,SIN IDENTIFICAR,
INC000001488165,IBERIA,IBERIA,09/02/2021 11:02,,Assigned,Dispositivo Reconfigurar,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,TELEPHONY FAILURE,DEVICE,20,TERMINAL T4,GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000001488117,IBERIA EXPRESS,IBERIA EXPRESS,09/02/2021 14:19,,Pending,MERCURY: Abrir incidencia por falta de información de subvención en cupones de ingresos,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,23/02/2021,ACCESS FAILURE,,20,SIN IDENTIFICAR,
INC000001488101,OTHERS,IAG GBS,09/02/2021 12:23,,In Progress,[TANYA] - envío datos TANYA a CFS,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,16/02/2021,ACCESS FAILURE,,20,IAG GBS,
INC000001488073,IBERIA,IBERIA,09/02/2021 10:41,,Pending,Fallo Peoplesoft:FALTA TRANSPORTE Y DESAYUNO EL DÍA 31/12/2020,PeopleSoft Apps Support,Application Tower,RRHH,Baja,"Hi Caridad, We checked in the system, Employee is on vacation on 31-dec-20 as per the absence screen. Could you please confirm whether employee should get the transportation on the vacation also?",Mantenimiento Corporativa y RRHH,INCIDENT,16/02/2021,DATA ISSUE,,20,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001488052,IBERIA,IBERIA,09/02/2021 10:03,,Pending,Fallo Peoplesoft: URGENTE_ABRIR_CONTRATO,PeopleSoft Apps Support,Application Tower,RRHH,Media,,Mantenimiento Corporativa y RRHH,INCIDENT,24/02/2021,DATA ISSUE,,20,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001488009,IBERIA,IBERIA,09/02/2021 05:36,,Pending,Fallo dispositivo radio,Soporte Radio/Analógico,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,17/02/2021,HARDWARE FAILURE,,20,SIN IDENTIFICAR (PANAMA),C.AMERICA/PANAMA/RCL (ALSAAAPE)
INC000001487962,IBERIA,IBERIA,08/02/2021 20:10,,In Progress,MFA Multifactor authentication - Ping ID:,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,09/02/2021,SOFTWARE FAILURE,,21,NEO-MARTINEZ VILLERGAS 49,"MNG. CALIDAD, MEDIO AMBIE (AHZ000)"
INC000001487656,IAG CARGO,IAG CARGO,08/02/2021 14:46,,Pending,[CARGO PORTAL] Incidencia Reservas Revistas Carguero,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,2.24-[OPTIMA]-updates from user has been shared with AFLS 2.22-[OPTIMA]:Chaser sent to suppliers 2.17-[OPTIMA]-Chaser has been sent to the suppliers 2.15-[OPTIMA]-Chaser has been sent to the suppliers,Mantenimiento Cargo,INCIDENT,24/02/2021,SOFTWARE FAILURE,,21,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001487628,IBERIA,IBERIA,08/02/2021 13:28,,Pending,[COM] PAYMENT [CL] Errores de conexión en el pago en CHILE,MTO_TERCEROS,Application Tower,Ib.com,Media,"After investing from our side, REQ000001089020 has been raised to Netplus with our findings. Keeping in pending until Netplus responds Update from Netplus There are conections problem with Transbank. last cases were with quotas.Pending with Netplus to investigate in depth",MANTENIMIENTO IB.COM,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,21,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
